id	ext_ids	ext_urls	label	description	tags	source	grade_start	grade_end
esco.10311d30-7788-4866-be1c-8235832b7cee	http://data.europa.eu/esco/skill/10311d30-7788-4866-be1c-8235832b7cee;lcsh.sh85098782	http://data.europa.eu/esco/skill/10311d30-7788-4866-be1c-8235832b7cee;http://id.loc.gov/authorities/subjects/sh85098782	create patterns for footwear	Produce the mean form or shell, a two-dimensional representation of the three-dimensional shape of the last. Create scaled patterns for uppers and bottom components by manual methods from the designs.	skill competence	esco	0.0	12.0
esco.1039d92f-9c38-4b04-957c-5b00eb40f113	http://data.europa.eu/esco/skill/1039d92f-9c38-4b04-957c-5b00eb40f113;lcsh.sh85003269	http://data.europa.eu/esco/skill/1039d92f-9c38-4b04-957c-5b00eb40f113;http://id.loc.gov/authorities/subjects/sh85003269	conform to alcohol regulations	Ensure legal standards and specifications, such as the alcohol levels of EU and the country of export, are met.	skill competence	esco	10.0	11.0
esco.10411953-14de-40b2-b959-809605113a75	http://data.europa.eu/esco/skill/10411953-14de-40b2-b959-809605113a75;lcsh.sh85062479	http://data.europa.eu/esco/skill/10411953-14de-40b2-b959-809605113a75;http://id.loc.gov/authorities/subjects/sh85062479	oversee guest laundry service	Ensure that guest laundry is collected, cleaned and returned to a high standard and in a timely fashion.	skill competence	esco	9.0	11.0
esco.1048db56-0ef6-431a-a830-9686c07113f2	http://data.europa.eu/esco/skill/1048db56-0ef6-431a-a830-9686c07113f2	http://data.europa.eu/esco/skill/1048db56-0ef6-431a-a830-9686c07113f2	provide nursing care for hospitalised animals	​'Plan and provide nursing care to hospitalised animals, conducting a range of activities related to areas including fluid and nutrition, hygiene and grooming, comfort and pain management, toileting, positioning and exercise, attention and enrichment, and the nursing environment.'.	skill competence	esco		
esco.10535df6-0496-4350-8b69-ef5c37871dee	http://data.europa.eu/esco/skill/10535df6-0496-4350-8b69-ef5c37871dee	http://data.europa.eu/esco/skill/10535df6-0496-4350-8b69-ef5c37871dee	monitor forage grazing plans	Supervise the forage plan for grazing following the chosen production system. Determine the required quantity of conserved forages and the grazing plan based on the production systems and available resources.	skill competence	esco	0.0	0.0
esco.106a62be-ce97-4053-9fd6-6615be25d7ae	http://data.europa.eu/esco/skill/106a62be-ce97-4053-9fd6-6615be25d7ae;dbpedia.Oriental_rugs_and_carpets	http://data.europa.eu/esco/skill/106a62be-ce97-4053-9fd6-6615be25d7ae;http://dbpedia.org/resource/Category:Oriental_rugs_and_carpets	use traditional carpet making techniques	Create carpets using traditional or local techniques. Use methods such as weaving, knotting or tufting to create handicraft carpets from wool or other textiles.	skill competence	esco		
esco.1075bb7c-2caf-49e0-92cf-5cb4a2b1c9eb	http://data.europa.eu/esco/skill/1075bb7c-2caf-49e0-92cf-5cb4a2b1c9eb	http://data.europa.eu/esco/skill/1075bb7c-2caf-49e0-92cf-5cb4a2b1c9eb	evaluate vineyard quality	Help in assessing the vineyard and varietal fruit. Supervise receipt and evaluation of fruit according to quality parameters and specifications.	skill competence	esco		
esco.107cfd0b-d429-4f74-b049-627efbf7b4dc	http://data.europa.eu/esco/skill/107cfd0b-d429-4f74-b049-627efbf7b4dc;lcsh.sh2010000053	http://data.europa.eu/esco/skill/107cfd0b-d429-4f74-b049-627efbf7b4dc;http://id.loc.gov/authorities/subjects/sh2010000053	teach communication sciences	Instruct students in the theory and practices of mass media, communication methods, journalistic practices, and persuasive communication.	skill competence	esco	10.0	12.0
esco.108112e0-a3df-43bf-91ec-d9614ca4224c	http://data.europa.eu/esco/skill/108112e0-a3df-43bf-91ec-d9614ca4224c;lcsh.sh85108437	http://data.europa.eu/esco/skill/108112e0-a3df-43bf-91ec-d9614ca4224c;http://id.loc.gov/authorities/subjects/sh85108437	provide psychological support to patients	Provide accurate psychological and emotional support to anxious, vulnerable and confused healthcare users related to the treatment undergone.	skill competence	esco	6.0	8.0
esco.108320f7-c8a1-4386-aed9-91054ab05619	http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619;dbpedia.United_States_agricultural_policy	http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619;http://dbpedia.org/resource/Category:United_States_agricultural_policy	develop agricultural policies	Develop programmes for development of new technologies and methodologies in agriculture, as well as the development and implementation of improved sustainability and environmental awareness in agriculture.	skill competence	esco	6.0	8.0
esco.108ac398-6a84-454a-b56c-8bb0dee1bbf2	http://data.europa.eu/esco/skill/108ac398-6a84-454a-b56c-8bb0dee1bbf2	http://data.europa.eu/esco/skill/108ac398-6a84-454a-b56c-8bb0dee1bbf2	prepare exercise session	Prepare equipment and facilities for the session ensuring compliance with industry and national guidelines for normal operating procedures and plan timings and sequences for the session.	skill competence	esco	3.0	5.0
esco.109ae188-b621-49dd-9c77-cb3f5a3553fe	http://data.europa.eu/esco/skill/109ae188-b621-49dd-9c77-cb3f5a3553fe;lcsh.sh93009073	http://data.europa.eu/esco/skill/109ae188-b621-49dd-9c77-cb3f5a3553fe;http://id.loc.gov/authorities/subjects/sh93009073	ensure operability of protective equipment	Monitor and maintain the equipment used during remediation activities such as disinfection, decontamination, radiation removal or pollution control, in order to ensure that the equipment is functional and able to control the hazard and protect the remediation workers.	skill competence	esco	11.0	12.0
esco.10ac5282-3288-4383-8f69-9864d8564ea9	http://data.europa.eu/esco/skill/10ac5282-3288-4383-8f69-9864d8564ea9;lcsh.sh85102372	http://data.europa.eu/esco/skill/10ac5282-3288-4383-8f69-9864d8564ea9;http://id.loc.gov/authorities/subjects/sh85102372	inspect pipelines	Walk flow lines to identify damage or leaks; use electronic detection equipment and conduct visual inspections.	skill competence	esco		
esco.10c11836-683d-45db-872d-3ec8aee4d37c	http://data.europa.eu/esco/skill/10c11836-683d-45db-872d-3ec8aee4d37c;lcsh.sh85081303	http://data.europa.eu/esco/skill/10c11836-683d-45db-872d-3ec8aee4d37c;http://id.loc.gov/authorities/subjects/sh85081303	manage psychotherapeutic relationships	Establish, manage and maintain the therapeutic relationship between psychotherapist and patient and client in a safe, respectful and effective way. Establish a working alliance and self-awareness in the relationship. Make sure the patient is aware that his/her interests are a priority and manage out-of-session contact.	skill competence	esco	6.0	12.0
esco.10c56894-6cbd-479c-b4ba-74a22fb76810	http://data.europa.eu/esco/skill/10c56894-6cbd-479c-b4ba-74a22fb76810;dbpedia.Hammer_mills	http://data.europa.eu/esco/skill/10c56894-6cbd-479c-b4ba-74a22fb76810;http://dbpedia.org/resource/Category:Hammer_mills	operate hammer mill	Operate a mill that uses little hammers to shred various material into smaller pieces.	skill competence	esco	10.0	12.0
esco.10cade4f-df4d-4408-8924-5994976fc798	http://data.europa.eu/esco/skill/10cade4f-df4d-4408-8924-5994976fc798	http://data.europa.eu/esco/skill/10cade4f-df4d-4408-8924-5994976fc798	operate a camera	Capture moving images with a camera. Operate the camera skilfully and safely to obtain high quality material.	skill competence	esco		
esco.10d57d01-c5cc-4e50-967e-4ccaada0787d	http://data.europa.eu/esco/skill/10d57d01-c5cc-4e50-967e-4ccaada0787d;lcsh.sh85002423	http://data.europa.eu/esco/skill/10d57d01-c5cc-4e50-967e-4ccaada0787d;http://id.loc.gov/authorities/subjects/sh85002423	estimate costs in farm	Provide cost analysis for relevant solutions and proposed actions taking into account the farm type and long term planning principles.	skill competence	esco		
esco.10d89215-ebbd-4440-90ef-ccd32becb4dd	http://data.europa.eu/esco/skill/10d89215-ebbd-4440-90ef-ccd32becb4dd;lcsh.sh85042392	http://data.europa.eu/esco/skill/10d89215-ebbd-4440-90ef-ccd32becb4dd;http://id.loc.gov/authorities/subjects/sh85042392	process incoming electronics supplies	Receive incoming electronics supplies, handle the transaction and enter the supplies into any internal administration system.	skill competence	esco		
esco.10dd298f-3fb7-4306-9ecc-45905877ab61	http://data.europa.eu/esco/skill/10dd298f-3fb7-4306-9ecc-45905877ab61;lcsh.sh2019103031	http://data.europa.eu/esco/skill/10dd298f-3fb7-4306-9ecc-45905877ab61;http://id.loc.gov/authorities/subjects/sh2019103031	produce content for tourism brochures	Create content for leaflets and tourism brochures, travel services and package deals.	skill competence	esco	6.0	8.0
esco.10f04ffe-7435-44d4-9f6f-6bf6e87b9a0e	http://data.europa.eu/esco/skill/10f04ffe-7435-44d4-9f6f-6bf6e87b9a0e;dbpedia.2009_acquisitions	http://data.europa.eu/esco/skill/10f04ffe-7435-44d4-9f6f-6bf6e87b9a0e;http://dbpedia.org/resource/Category:2009_acquisitions	advise on acquisitions	Provide advice based on existing and planned acquisitions and investigate acquisition options.	skill competence	esco		
esco.10f24e0d-bd23-4432-b96b-e9f23136c503	http://data.europa.eu/esco/skill/10f24e0d-bd23-4432-b96b-e9f23136c503	http://data.europa.eu/esco/skill/10f24e0d-bd23-4432-b96b-e9f23136c503	operate brazing equipment	Use equipment designed for brazing processes in order to melt and join together pieces of metal or steel.	skill competence	esco		
esco.10f64f45-ab79-4fdb-aef7-3c47fe8ffabc	http://data.europa.eu/esco/skill/10f64f45-ab79-4fdb-aef7-3c47fe8ffabc;dbpedia.Aviation_statistics	http://data.europa.eu/esco/skill/10f64f45-ab79-4fdb-aef7-3c47fe8ffabc;http://dbpedia.org/resource/Category:Aviation_statistics	monitor aviation growth trends	Stay up-to-date with aviation growth trends and innovations; understand the key components of the airport's long range development plans.	skill competence	esco		
esco.10f6d720-ea22-469c-86d1-7fb9d2e93c11	http://data.europa.eu/esco/skill/10f6d720-ea22-469c-86d1-7fb9d2e93c11	http://data.europa.eu/esco/skill/10f6d720-ea22-469c-86d1-7fb9d2e93c11	document costume stock	Keep records of the costumes held in stock. Track all relevant properties of the costumes and how they are used.	skill competence	esco	9.0	11.0
esco.10ff3d22-1f29-48bc-98e4-63fc61c78034	http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034	http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034	social alliances	The creation of partnerships between different actors (businesses, non-profit organisations or public sector organisations) through which they share resources and knowledge for a common cause: typically to solve a social or environmental challenge.	knowledge	esco	0.0	8.0
esco.110833ee-c4f1-4856-9b7f-7e49ffda537f	http://data.europa.eu/esco/skill/110833ee-c4f1-4856-9b7f-7e49ffda537f	http://data.europa.eu/esco/skill/110833ee-c4f1-4856-9b7f-7e49ffda537f	apply psychological intervention strategies	Use various intervention strategies to treat patients in clinical psychology.	skill competence	esco	6.0	8.0
esco.110d7aa3-e44e-4cce-a927-8d4de615f3d9	http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9;dbpedia.Waste	http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9;http://dbpedia.org/resource/Category:Waste	sort waste	Manually or automatically sort waste by separating it into its different elements.	skill competence	esco		
esco.111b9dad-b2e0-4b55-8d0f-2e41cb435f64	http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64	http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64	ensure no harmful effects on feed additives	Ensure that feed additives undergo scientific evaluation to assess if the additive has any harmful effects on human or animal health or on the environment.	skill competence	esco	9.0	12.0
esco.11245eee-fcbd-44c7-aa6a-3db2eb40106c	http://data.europa.eu/esco/skill/11245eee-fcbd-44c7-aa6a-3db2eb40106c;lcsh.sh85043228	http://data.europa.eu/esco/skill/11245eee-fcbd-44c7-aa6a-3db2eb40106c;http://id.loc.gov/authorities/subjects/sh85043228	manage inspections of equipment	Monitor formal or official viewings and examinations in order to regularly test and inspect property and equipment.	skill competence	esco	9.0	12.0
esco.112bf219-beb2-4028-bd28-d8ed643fa32f	http://data.europa.eu/esco/skill/112bf219-beb2-4028-bd28-d8ed643fa32f;lcsh.sh2002002078	http://data.europa.eu/esco/skill/112bf219-beb2-4028-bd28-d8ed643fa32f;http://id.loc.gov/authorities/subjects/sh2002002078	teach teaching principles	Instruct students in the theory and practice of teaching, more specifically in the different teaching methods, classroom management, and learning processes.	skill competence	esco	10.0	12.0
esco.11335fcc-23af-4afe-bfaf-c0c25abcb5b0	http://data.europa.eu/esco/skill/11335fcc-23af-4afe-bfaf-c0c25abcb5b0;lcsh.sh92005213	http://data.europa.eu/esco/skill/11335fcc-23af-4afe-bfaf-c0c25abcb5b0;http://id.loc.gov/authorities/subjects/sh92005213	biological haematology	Biological haematology is a medical specialty mentioned in the EU Directive 2005/36/EC.	knowledge	esco	9.0	12.0
esco.113b4428-0a31-4199-8496-070af7854b91	http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91	http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91	meet commitments	Perform one's tasks in a self-disciplined, reliable and goal-oriented manner.	skill competence	esco	6.0	8.0
esco.113d2de3-2150-4949-b91d-abd3d39b370b	http://data.europa.eu/esco/skill/113d2de3-2150-4949-b91d-abd3d39b370b;lcsh.sh85058890	http://data.europa.eu/esco/skill/113d2de3-2150-4949-b91d-abd3d39b370b;http://id.loc.gov/authorities/subjects/sh85058890	demonstrate use of hardware	Provide customers with information about the quality of hardware, equipment and tools; demonstrate correct and safe product use.	skill competence	esco	9.0	12.0
esco.113d5db5-4fb4-418c-a4e0-2f01a71b26a1	http://data.europa.eu/esco/skill/113d5db5-4fb4-418c-a4e0-2f01a71b26a1;lcsh.sh85131816	http://data.europa.eu/esco/skill/113d5db5-4fb4-418c-a4e0-2f01a71b26a1;http://id.loc.gov/authorities/subjects/sh85131816	prepare tableware	Guarantee that plates, cutlery and glassware are clean, polished and in good condition.	skill competence	esco	1.0	6.0
esco.113de748-7d31-4cc7-b7c8-e34cad08a225	http://data.europa.eu/esco/skill/113de748-7d31-4cc7-b7c8-e34cad08a225;dbpedia.Printing_devices	http://data.europa.eu/esco/skill/113de748-7d31-4cc7-b7c8-e34cad08a225;http://dbpedia.org/resource/Category:Printing_devices	operate monogram-printing device	Set up and operate monogram-printing device to print brand on cigarette paper at specified position.	skill competence	esco		
esco.11430d93-c835-48ed-8e70-285fa69c9ae6	http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6	http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6	design cloud architecture	Design a multi-tier cloud architecture solution, which tolerates faults and is fit for the workload and other business needs. Identify elastic and scalable computing solutions, select high-performing and scalable storage solutions, and choose high-performing database solutions. Identify cost-effective storage, computing, and database services in the cloud.	skill competence	esco	0.0	12.0
esco.1143e53e-2933-472d-8161-f26d6936c927	http://data.europa.eu/esco/skill/1143e53e-2933-472d-8161-f26d6936c927;lcsh.sh00005827	http://data.europa.eu/esco/skill/1143e53e-2933-472d-8161-f26d6936c927;http://id.loc.gov/authorities/subjects/sh00005827	lead military troops	Lead the actions of military troops on the field during a mission, either combat, humanitarian or otherwise defensive, compliant with the strategies devised prior to the operation and ensuring communication with other troops is maintained.	skill competence	esco	9.0	12.0
esco.114a5cda-0ef1-4065-a064-755260aaa77e	http://data.europa.eu/esco/skill/114a5cda-0ef1-4065-a064-755260aaa77e;lcsh.sh2009006933	http://data.europa.eu/esco/skill/114a5cda-0ef1-4065-a064-755260aaa77e;http://id.loc.gov/authorities/subjects/sh2009006933	perform forensic examinations	Perform forensic examinations on a scene or in a laboratory of gathered data, in a manner compliant with forensic procedures, and to analyse the data using forensic methods.	skill competence	esco	0.0	12.0
