skill_id	lvl_active_learning	lvl_active_listening	lvl_administration_and_management	lvl_administrative	lvl_arm_hand_steadiness	lvl_auditory_attention	lvl_biology	lvl_building_and_construction	lvl_category_flexibility	lvl_chemistry	lvl_communications_and_media	lvl_complex_problem_solving	lvl_computers_and_electronics	lvl_control_precision	lvl_coordination	lvl_critical_thinking	lvl_customer_and_personal_service	lvl_deductive_reasoning	lvl_depth_perception	lvl_design	lvl_dynamic_flexibility	lvl_dynamic_strength	lvl_economics_and_accounting	lvl_education_and_training	lvl_engineering_and_technology	lvl_english_language	lvl_equipment_maintenance	lvl_equipment_selection	lvl_explosive_strength	lvl_extent_flexibility	lvl_far_vision	lvl_fine_arts	lvl_finger_dexterity	lvl_flexibility_of_closure	lvl_fluency_of_ideas	lvl_food_production	lvl_foreign_language	lvl_geography	lvl_glare_sensitivity	lvl_gross_body_coordination	lvl_gross_body_equilibrium	lvl_hearing_sensitivity	lvl_history_and_archeology	lvl_inductive_reasoning	lvl_information_ordering	lvl_installation	lvl_instructing	lvl_judgment_and_decision_making	lvl_law_and_government	lvl_learning_strategies	lvl_management_of_financial_resources	lvl_management_of_material_resources	lvl_management_of_personnel_resources	lvl_manual_dexterity	lvl_mathematical_reasoning	lvl_mathematics	lvl_mechanical	lvl_medicine_and_dentistry	lvl_memorization	lvl_monitoring	lvl_multilimb_coordination	lvl_near_vision	lvl_negotiation	lvl_night_vision	lvl_number_facility	lvl_operation_and_control	lvl_operations_analysis	lvl_operations_monitoring	lvl_oral_comprehension	lvl_oral_expression	lvl_originality	lvl_perceptual_speed	lvl_peripheral_vision	lvl_personnel_and_human_resources	lvl_persuasion	lvl_philosophy_and_theology	lvl_physics	lvl_problem_sensitivity	lvl_production_and_processing	lvl_programming	lvl_psychology	lvl_public_safety_and_security	lvl_quality_control_analysis	lvl_rate_control	lvl_reaction_time	lvl_reading_comprehension	lvl_repairing	lvl_response_orientation	lvl_sales_and_marketing	lvl_science	lvl_selective_attention	lvl_service_orientation	lvl_social_perceptiveness	lvl_sociology_and_anthropology	lvl_sound_localization	lvl_spatial_orientation	lvl_speaking	lvl_speech_clarity	lvl_speech_recognition	lvl_speed_of_closure	lvl_speed_of_limb_movement	lvl_stamina	lvl_static_strength	lvl_systems_analysis	lvl_systems_evaluation	lvl_technology_design	lvl_telecommunications	lvl_therapy_and_counseling	lvl_time_management	lvl_time_sharing	lvl_transportation	lvl_troubleshooting	lvl_trunk_strength	lvl_visual_color_discrimination	lvl_visualization	lvl_wrist_finger_speed	lvl_writing	lvl_written_comprehension	lvl_written_expression
51-4041.00			1.89	1.46			0.46	1.27		1.43	0.69		2.49				2.27			3.37			0.54	2.58	2.98	2.00						0.37				0.04	0.57	0.11					0.03						0.52							3.54	3.90	0.07																1.13		0.48	1.85		3.03		0.51	1.09							0.58					0.53													0.61	0.11			1.37								
51-4051.00			3.72	2.19			0.58	0.84		2.91	0.91		2.26				2.46			1.20			1.46	3.53	2.90	2.58						0.04				0.04	1.01	0.71					0.31						0.85							3.11	3.92	0.22																1.61		0.72	2.63		4.08		1.47	2.84							1.85					0.53													1.52	0.44			1.74								
51-4052.00			1.41	0.82			0.11	0.77		1.39	0.66		1.22				0.89			1.20			0.52	2.51	1.44	1.97						0.09				0.00	0.34	0.07					0.03						0.57							1.76	2.30	0.04																0.95		0.14	1.13		2.39		0.43	1.26							0.56					0.24													0.55	0.04			1.32								
51-4061.00			2.17	1.62			0.05	1.70		2.61	0.59		3.68				1.92			3.63			1.59	2.35	3.53	2.05						0.53				0.10	0.09	0.21					0.02						0.07							3.94	4.64	0.08																1.49		0.02	1.27		3.58		0.58	0.72							2.57					0.06													0.21	0.04			1.80								
51-4062.00			2.50	2.48			0.01	0.33		1.49	0.34		2.48				3.28			3.51			1.50	2.87	3.91	2.70						0.04				0.00	0.00	0.00					0.00						0.53							3.74	4.52	0.00																1.37		0.34	2.61		4.31		0.34	1.43							0.99					0.00													0.37	0.00			1.64								
51-4071.00			3.03	2.66			0.95	3.05		3.48	1.70		1.54				2.36			3.18			2.28	4.01	3.30	2.94						0.92				1.02	1.22	1.21					0.99						1.07							3.01	4.05	1.45																2.30		1.73	3.27		3.87		2.47	2.56							1.91					2.00													1.78	0.95			1.60								
51-4072.00			2.36	1.00			0.23	0.36		2.42	0.76		2.07				1.62			1.71			0.28	2.63	2.55	2.50						0.02				0.25	0.26	0.17					0.14						0.52							2.85	3.82	0.63																0.88		0.21	2.42		3.25		1.81	1.50							0.36					0.44													0.36	0.56			0.42								
51-4081.00			2.55	1.54			0.62	1.10		1.39	0.96		2.26				3.07			3.17			0.66	3.30	2.85	3.19						0.00				0.00	0.43	0.03					0.42						0.81							3.50	4.29	0.41																1.74		0.58	2.03		3.51		2.45	1.65							1.00					1.02													0.85	0.95			1.41								
51-4111.00			2.46	2.03			0.19	0.69		0.95	0.77		3.04				2.03			3.75			0.82	3.12	3.46	2.93						0.00				0.00	0.23	0.15					0.00						0.48							3.81	5.16	0.19																1.26		0.15	1.92		3.40		0.50	1.98							0.35					0.34													0.66	0.15			0.97								
51-4121.00			2.16	1.41			0.20	2.05		1.56	0.61		1.67				2.10			2.59			0.36	2.58	2.71	2.25						0.04				0.04	0.40	0.14					0.07						0.90							2.21	3.18	0.50																1.13		0.24	1.81		3.36		1.40	1.90							0.84					0.56													0.19	0.28			0.68								
51-4122.00			4.52	2.36			0.03	1.89		1.26	1.09		2.27				3.35			3.12			1.26	2.49	2.96	2.76						0.02				0.42	0.55	0.15					0.20						0.74							2.25	3.39	0.31																2.36		0.20	1.87		3.41		0.13	3.04							1.88					0.09													0.56	0.31			1.30								
51-4191.00			2.35	1.25			0.55	1.12		3.16	1.49		1.95				2.51			2.38			0.65	3.12	2.50	2.23						0.02				0.32	0.34	0.55					0.02						1.06							3.15	2.75	0.55																1.01		0.73	2.21		4.22		1.78	1.97							1.08					0.43													0.54	0.44			1.25								
51-4192.00			2.72	1.97			0.59	4.18		1.72	1.42		3.07				3.19			4.55			1.02	3.27	4.14	3.71						0.11				0.47	0.25	1.32					0.12						1.21							4.18	4.01	0.41																1.90		0.63	2.30		3.40		1.71	2.47							1.63					0.78													1.17	0.19			2.30								
51-4193.00			3.25	1.93			1.17	2.29		3.36	1.52		2.68				2.09			2.88			1.68	3.73	3.22	3.06						0.08				0.08	0.26	1.15					1.10						2.05							3.63	3.25	1.24																2.58		0.12	3.16		5.04		1.67	2.53							1.83					1.28													1.40	0.43			2.18								
51-4194.00			2.44	2.03			0.73	0.68		1.93	1.09		1.99				2.48			2.53			1.40	3.22	2.73	3.02						0.45				0.68	0.79	0.85					0.52						1.47							3.89	4.16	0.61																1.62		0.31	1.56		3.23		1.08	1.75							1.79					0.63													0.34	0.48			1.59								
51-5111.00			2.85	3.72			0.07	0.56		1.47	3.09		4.79				3.23			3.91			0.87	2.65	2.02	3.72						1.99				0.00	0.27	0.63					0.21						0.83							3.22	2.13	0.16																1.24		0.16	0.55		3.35		0.86	1.14							2.14					0.69													1.19	0.23			0.87								
51-5112.00			2.05	1.03			0.00	0.37		2.52	0.48		2.87				2.57			1.10			0.36	2.20	1.68	2.72						0.24				0.19	0.01	0.07					0.00						0.38							2.17	4.28	0.01																0.72		0.04	0.59		3.63		0.32	1.88							0.95					0.01													0.10	0.02			0.27								
51-5113.00			3.04	2.40			0.06	0.50		1.16	0.79		2.34				2.76			1.65			1.15	2.48	1.52	2.71						0.25				0.34	0.29	0.58					0.17						0.60							2.91	3.25	0.19																1.96		0.28	0.90		3.09		1.35	1.12							1.58					0.34													0.56	0.24			0.72								
51-6011.00			2.42	1.53			0.63	0.17		2.16	1.17		2.12				2.62			0.80			1.01	2.00	1.15	2.43						0.28				0.90	1.11	0.31					0.15						1.61							1.95	1.49	0.40																1.01		0.77	0.73		2.55		1.33	2.84							0.59					1.58													0.69	1.03			1.41								
51-6021.00			2.18	0.87			0.00	0.55		1.29	0.85		1.45				2.07			0.49			0.84	2.75	1.20	1.95						0.31				0.41	0.68	0.74					0.58						0.96							1.23	1.75	0.34																1.66		0.36	0.92		2.30		0.94	2.16							2.10					0.57													0.22	0.99			0.87								
51-6031.00			1.19	0.70			0.13	0.53		0.54	0.60		1.32				1.39			0.79			0.25	1.75	0.29	2.42						0.18				0.21	0.28	0.25					0.28						0.51							1.84	1.35	0.38																0.87		0.23	0.40		1.72		0.87	1.55							0.62					0.43													0.40	0.31			0.84								
51-6041.00			2.12	0.49			0.48	0.67		1.50	0.19		0.61				2.31			1.59			1.78	2.32	1.89	1.66						0.00				0.28	0.01	0.36					0.00						0.82							1.16	2.70	0.09																1.17		0.66	0.42		3.26		1.14	1.51							2.79					0.19													0.32	0.09			0.86								
51-6042.00			2.94	2.11			0.52	0.73		1.28	1.16		1.38				2.77			2.04			0.57	3.50	2.39	1.72						0.73				0.62	0.55	0.73					0.73						1.15							1.79	1.77	0.12																2.25		0.46	0.67		3.19		1.32	1.78							1.40					0.94													1.25	0.94			1.01								
51-6051.00			3.15	1.76			0.30	0.28		0.58	0.73		0.90				2.59			1.39			1.49	2.43	0.36	1.65						0.46				0.18	0.83	0.22					0.15						0.73							1.80	1.90	0.24																1.31		1.14	0.28		1.08		0.94	0.85							1.65					0.28													0.58	0.22			0.79								
51-6052.00			3.28	3.01			0.42	0.57		0.74	1.83		1.27				4.70			3.57			2.84	2.26	1.55	3.57						0.58				0.42	0.92	0.07					0.40						0.62							2.81	1.90	0.61																2.50		0.78	0.72		3.19		1.43	1.58							2.94					0.84													0.94	0.78			0.84								
51-6061.00			1.47	0.92			0.06	0.53		1.58	0.59		1.32				2.22			0.81			0.62	2.58	1.00	1.55						0.00				0.04	0.05	0.06					0.00						0.41							1.99	2.31	0.00																1.13		0.35	0.65		3.42		0.77	2.06							0.68					0.32													0.48	0.00			0.27								
51-6062.00			2.29	1.85			0.29	1.90		0.90	0.35		1.90				1.13			2.03			0.63	2.20	1.87	1.70						0.00				0.25	0.37	0.53					0.00						0.95							2.80	3.05	0.29																0.51		0.51	1.24		2.71		1.02	1.49							0.57					0.74													0.35	0.73			0.74								
51-6063.00			1.75	0.89			0.00	0.08		1.15	0.46		2.03				1.03			1.29			0.44	2.35	1.40	2.90						0.03				0.00	0.17	0.05					0.10						0.18							1.54	2.51	0.33																1.16		0.34	0.51		3.70		0.38	2.14							1.08					0.06													0.46	0.19			0.12								
51-6064.00			3.33	2.00			0.01	0.88		0.50	1.04		2.62				2.73			1.25			1.88	2.19	2.37	2.26						0.01				0.77	1.02	0.45					0.01						0.46							3.02	3.16	0.40																3.11		0.98	1.18		4.75		1.52	2.74							2.35					1.21													0.22	1.20			2.09								
51-6091.00			2.30	1.85			0.55	0.81		1.70	1.08		1.82				2.39			1.64			1.26	2.72	1.96	2.82						0.60				0.74	1.15	0.43					0.48						1.21							3.05	3.58	0.93																1.57		1.09	1.28		3.51		1.72	2.37							1.16					1.20													1.41	1.00			1.45								
51-6092.00			3.02	2.83			0.36	0.40		0.93	1.08		3.14				1.56			4.39			0.53	3.50	2.99	4.01						1.59				0.00	1.73	0.38					0.61						0.78							3.98	2.90	0.00																0.95		0.68	1.37		3.64		1.82	1.05							1.45					1.28													0.87	0.91			1.23								
51-6093.00			1.89	0.86			0.50	2.10		1.19	1.34		1.19				2.78			2.85			0.41	2.25	1.58	1.85						0.12				0.13	0.68	0.18					0.35						0.63							2.51	2.65	0.37																2.15		0.36	0.61		3.24		0.52	1.37							1.05					0.06													0.63	0.52			1.03								
51-7011.00			1.94	1.09			0.69	4.34		1.43	0.42		1.72				1.08			4.04			0.75	2.01	3.71	2.22						0.36				0.36	0.35	0.66					0.91						1.63							3.32	3.98	1.15																0.84		0.61	0.79		3.90		1.04	1.15							0.77					0.35													0.75	0.26			1.41								
51-7021.00			1.50	0.47			0.26	2.30		2.50	0.99		0.96				2.59			2.35			0.19	2.75	1.67	2.63						0.47				0.59	1.31	0.90					0.39						1.19							2.00	2.95	0.34																1.53		0.51	1.06		2.92		1.05	2.13							1.14					0.85													0.64	0.97			1.78								
51-7031.00			3.26	2.38			0.10	4.28		1.69	1.35		3.03				2.76			4.37			1.81	2.37	4.17	2.99						0.48				0.00	1.78	1.34					0.96						0.95							3.81	4.12	0.16																1.05		0.10	2.02		3.87		1.10	1.97							1.84					0.71													0.56	0.04			1.74								
51-7032.00			3.93	2.34			0.20	3.59		1.54	1.30		2.39				3.44			4.25			2.08	3.22	4.30	2.53						0.02				0.08	0.08	0.18					0.13						1.92							4.20	4.43	0.18																2.59		0.02	1.73		3.55		0.76	2.23							2.92					0.06													1.17	0.55			2.62								
51-7041.00			0.88	0.27			0.19	1.84		0.51	0.51		1.17				0.60			1.63			0.21	1.81	1.75	1.58						0.10				0.00	0.38	0.10					0.00						0.46							1.94	3.38	0.41																0.19		0.04	0.57		2.81		1.27	1.73							0.29					0.47													0.97	0.00			1.05								
51-7042.00			1.49	0.59			0.41	2.19		1.83	0.70		1.59				1.57			2.02			0.64	2.64	1.57	2.07						0.00				0.03	0.18	0.09					0.00						0.27							2.87	3.63	0.58																0.88		0.26	1.28		2.90		0.68	2.20							0.86					0.08													0.15	0.48			1.41								
51-8011.00			2.32	1.76			1.79	1.84		4.16	1.50		3.71				1.87			3.15			0.47	3.27	3.85	3.10						0.08				0.00	0.08	0.46					0.27						2.75							4.23	4.56	0.74																1.46		0.14	4.79		2.43		2.48	3.99							0.41					0.69													1.40	0.56			0.96								
51-8012.00			2.48	3.05			0.04	2.24		1.95	2.46		3.84				4.75			2.01			1.50	3.50	3.24	3.46						0.00				0.12	0.07	2.67					0.36						2.62							4.24	3.81	0.41																1.45		0.31	3.79		2.62		2.47	3.59							1.32					0.70													3.04	0.78			1.62								
51-8013.00			2.09	1.60			0.78	1.84		3.78	1.02		2.72				1.13			2.08			0.22	3.35	2.80	3.55						0.47				0.00	0.27	0.80					0.53						1.98							2.05	4.79	0.66																1.65		0.77	3.42		3.48		1.43	3.47							0.55					0.85													1.42	0.89			1.37								
51-8013.03			2.88	2.26			1.71	2.71		4.42	1.66		3.26				2.05			2.38			1.15	4.15	3.29	2.70						0.00				0.00	0.07	0.99					0.20						2.44							3.39	4.45	0.05																1.94		0.75	3.18		3.53		1.49	3.29							0.69					0.80													1.87	0.44			1.98								
51-8013.04			3.66	4.02			2.39	4.39		3.59	2.02		4.53				3.81			4.42			1.25	4.78	5.11	3.59						0.17				0.88	0.11	2.96					1.59						3.59							4.52	5.84	1.36																2.95		1.15	4.33		3.93		1.76	4.59							1.11					0.75													3.20	1.06			3.49								
51-8021.00			2.98	2.15			1.46	3.71		4.43	2.37		3.31				1.03			3.00			0.75	3.58	3.62	2.97						0.00				0.30	0.02	1.16					0.28						2.61							3.53	4.90	0.52																1.17		0.77	3.72		2.76		1.97	3.96							0.26					0.91													2.27	0.97			2.08								
51-8031.00			3.92	3.75			3.88	2.92		4.38	2.58		3.96				4.21			3.12			2.33	4.17	3.79	3.75						0.08				1.29	0.83	2.12					0.78						3.50							4.29	4.67	0.83																2.83		0.54	3.54		3.50		1.38	4.33							1.83					0.75													2.79	0.91			2.50								
51-8091.00			2.03	1.57			0.91	0.98		4.31	0.97		2.53				2.86			1.53			0.52	2.70	1.89	3.28						0.01				0.07	0.06	0.25					0.31						1.18							2.83	4.07	0.61																1.95		0.91	2.30		2.94		1.12	2.74							1.48					0.60													0.42	0.39			1.39								
51-8092.00			2.24	3.46			1.10	2.45		2.86	2.51		3.94				3.53			2.93			1.66	3.38	3.89	3.86						0.36				0.09	0.54	2.87					0.38						3.06							3.54	4.57	0.92																2.29		0.55	3.35		3.64		2.28	4.42							1.20					1.07													3.02	1.00			3.10								
51-8093.00			4.07	1.94			1.37	2.41		3.40	0.64		3.35				2.32			2.06			1.00	3.16	2.73	3.20						0.00				0.25	0.64	0.69					0.41						2.36							3.43	4.28	0.39																1.72		0.30	2.37		3.40		1.75	3.84							0.76					0.80													1.52	0.72			2.26								
51-8099.01			2.35	2.10			2.10	2.92		4.29	1.73		3.53				2.16			2.20			0.95	2.93	3.38	3.17						0.10				1.48	0.34	1.08					0.30						2.00							3.11	4.37	0.77																1.34		0.42	3.15		4.15		1.10	3.18							1.03					0.28													1.44	0.42			2.78								
51-9011.00			3.92	3.51			1.37	2.23		4.79	1.40		4.41				2.47			3.07			1.21	3.90	4.07	3.52						0.25				1.18	0.38	0.31					0.19						3.18							3.84	4.50	0.71																2.93		0.19	2.84		5.06		1.86	2.99							1.50					0.78													1.95	0.93			2.88								
51-9012.00			2.26	1.73			1.65	1.60		3.05	1.78		2.58				2.33			1.40			0.74	3.22	2.52	2.64						0.05				1.80	0.38	0.75					0.36						1.71							2.95	3.80	0.73																1.48		0.48	2.58		4.11		1.74	2.67							1.41					0.91													0.97	0.45			1.59								
51-9021.00			3.06	2.83			1.43	1.93		1.20	0.41		2.40				1.95			1.38			2.34	3.01	1.70	3.71						0.02				1.88	1.94	1.45					0.21						1.53							3.29	3.29	0.27																1.98		0.28	1.77		2.92		1.91	3.74							1.44					0.64													0.32	0.03			1.09								
51-9022.00			1.85	1.71			0.03	1.54		0.37	0.73		1.80				2.41			1.52			0.14	2.28	1.92	2.58						0.85				0.06	0.02	0.03					0.02						0.34							2.35	4.12	0.03																1.11		0.04	0.12		3.67		1.01	1.53							0.56					0.02													0.96	0.03			0.67								
51-9023.00			1.84	0.99			0.94	0.68		2.67	0.88		1.35				1.24			0.88			1.28	2.30	1.87	2.39						0.39				1.42	0.68	0.87					0.71						1.22							2.54	2.77	1.02																1.63		0.77	1.53		4.46		1.01	2.41							1.41					0.41													0.73	0.61			0.61								
51-9031.00			1.56	0.17			0.09	0.43		0.28	0.29		0.64				0.50			1.35			0.09	1.61	0.58	1.39						0.08				0.11	1.04	0.09					0.08						0.11							1.81	0.69	0.10																0.29		0.33	0.72		2.76		0.47	0.96							0.09					0.42													0.32	0.09			1.09								
51-9032.00			2.72	1.35			0.23	0.75		1.41	0.30		2.41				1.98			1.53			0.87	2.44	1.95	2.16						0.11				0.46	0.39	0.22					0.17						0.39							2.82	3.21	0.30																1.20		0.33	1.15		3.25		0.99	1.94							0.96					0.56													0.51	0.37			0.74								
51-9041.00			2.80	1.44			1.48	1.68		2.50	1.59		3.05				1.87			2.08			1.12	2.64	2.81	2.50						0.58				2.30	1.28	0.93					0.85						1.03							2.75	3.25	1.20																1.38		1.06	2.06		3.72		1.31	2.43							1.12					0.96													1.24	0.76			1.34								
51-9051.00			2.39	1.89			0.86	1.69		2.88	1.42		2.93				2.13			1.97			1.44	3.26	2.40	2.60						0.19				1.15	1.20	0.80					0.67						1.03							2.11	3.58	1.56																1.95		1.16	1.34		3.28		2.04	2.69							1.44					1.07													1.55	1.64			1.40								
51-9061.00			2.09	2.33			0.54	1.49		2.94	1.36		2.95				3.56			2.80			1.01	3.42	2.65	3.50						0.01				0.43	0.79	0.78					0.64						0.79							3.50	3.73	0.27																1.69		0.71	1.93		4.48		2.20	2.36							1.36					0.67													1.08	1.13			1.77								
51-9071.00			4.02	4.41			0.75	2.16		3.45	3.11		3.53				4.74			4.98			3.28	4.14	4.17	3.01						3.95				0.28	0.91	1.09					1.12						2.62							3.63	4.46	0.41																3.38		0.78	2.92		4.95		2.24	3.01							4.09					1.01													1.98	0.58			1.63								
51-9071.06			3.12	2.63			0.00	0.29		1.37	1.79		2.44				3.10			2.12			1.97	2.22	1.47	3.32						0.11				0.00	0.67	1.63					0.23						1.28							3.21	1.84	0.07																1.65		0.20	0.66		3.72		1.49	1.24							3.13					0.65													2.08	0.60			1.54								
51-9081.00			3.60	2.04			1.48	1.16		3.02	1.27		3.22				3.01			4.06			1.48	4.07	3.00	3.39						2.00				0.19	0.17	0.33					0.51						0.70							2.11	3.19	3.59																2.32		0.23	1.60		3.90		1.51	1.24							2.28					0.53													1.21	0.46			1.06								
51-9082.00			3.25	3.17			2.01	3.13		3.09	2.05		3.04				4.21			3.76			1.55	3.60	3.31	3.94						1.30				0.60	1.91	1.07					0.83						2.15							3.17	3.85	2.82																2.40		1.12	3.53		4.26		2.09	2.64							2.23					1.11													1.52	2.41			1.70								
51-9083.00			2.09	2.16			0.50	0.77		1.18	0.94		3.46				2.82			1.54			1.16	2.48	2.47	2.40						0.24				0.12	0.61	0.27					0.23						1.03							3.69	3.45	1.39																1.25		0.19	0.96		4.09		0.97	1.47							1.52					0.68													1.00	0.55			0.82								
51-9111.00			2.60	2.31			1.00	1.92		1.68	1.61		2.75				3.26			2.35			1.80	3.33	2.28	3.06						0.57				2.40	1.00	0.91					0.60						1.86							3.12	4.04	1.35																2.30		1.48	1.53		4.03		1.96	3.06							1.94					0.91													1.17	1.43			1.50								
51-9123.00			1.69	1.24			1.21	0.12		2.13	0.41		1.01				1.83			1.38			0.37	2.22	0.32	2.52						1.35				0.06	0.53	0.09					0.14						0.41							1.36	1.27	0.34																0.56		0.26	1.17		2.50		1.93	1.88							1.05					0.24													0.38	0.13			0.71								
51-9124.00			1.29	0.41			0.07	0.30		2.13	0.72		1.66				1.24			0.83			0.23	1.78	1.41	1.74						0.03				0.03	0.23	0.26					0.06						0.69							0.96	3.20	0.07																0.41		0.21	0.77		1.90		0.48	1.66							0.35					0.22													0.45	0.10			0.70								
51-9141.00			2.44	1.20			0.12	0.50		3.09	1.81		3.77				2.48			0.76			0.33	3.37	2.22	3.88						0.10				0.13	0.39	0.16					0.04						0.46							2.89	1.73	0.62																0.71		1.24	0.90		3.70		0.65	2.29							0.24					0.43													0.77	0.62			0.49								
51-9151.00			2.14	1.75			0.06	0.32		2.53	1.27		4.09				3.40			1.54			1.20	2.04	1.35	2.51						1.50				0.03	0.35	0.25					0.00						1.07							2.04	2.97	0.42																1.32		0.12	0.72		2.95		0.67	1.12							2.46					0.62													0.61	0.05			0.72								
51-9161.00			3.08	1.83			0.53	1.21		2.57	1.35		3.24				1.91			3.38			1.07	3.69	3.63	3.22						0.32				0.14	0.69	0.58					0.53						1.26							4.58	5.00	0.41																1.70		0.84	2.59		3.97		2.02	1.88							1.38					0.67													1.04	0.68			1.19								
51-9162.00			2.41	3.37			0.23	1.75		1.69	1.64		4.44				2.43			4.39			0.89	4.18	4.51	3.78						0.25				0.60	0.82	0.48					0.00						0.66							4.62	3.60	0.66																1.57		0.51	3.03		4.89		0.78	2.23							0.73					0.52													1.59	0.23			1.09								
51-9191.00			2.42	1.46			0.41	1.07		3.17	0.72		3.07				2.49			1.27			1.28	3.51	2.32	3.36						0.38				0.39	0.21	0.77					0.04						0.65							2.80	4.05	0.79																2.15		0.75	1.48		4.13		2.15	2.50							1.83					1.02													0.99	0.82			1.55								
51-9192.00			2.34	0.66			1.05	0.50		2.28	0.33		0.82				1.73			0.52			0.35	2.25	2.05	2.61						0.09				1.31	0.75	0.62					0.20						0.41							2.05	2.80	0.75																1.13		0.22	1.31		3.45		3.11	1.42							0.46					0.59													0.29	0.40			0.46								
51-9193.00			2.55	1.57			1.22	2.40		3.14	1.44		2.54				1.69			2.88			1.09	2.99	3.05	2.94						0.00				3.80	1.28	0.34					0.57						1.33							2.74	3.66	0.14																0.88		0.55	2.43		2.86		1.69	2.69							1.01					0.85													0.89	0.67			0.72								
51-9194.00			3.06	2.30			0.19	0.20		2.25	1.62		3.17				3.44			2.82			0.89	2.37	3.00	2.70						1.95				0.00	1.07	0.31					0.16						1.69							2.82	3.33	0.00																1.75		0.42	0.44		4.61		0.46	1.55							2.28					0.10													1.08	0.05			1.18								
51-9195.00			2.57	2.21			0.00	1.36		1.66	0.82		1.72				2.02			1.78			1.41	2.68	2.52	2.67						0.22				0.23	0.34	0.24					0.03						0.59							2.28	2.98	0.41																1.64		0.69	1.69		3.00		0.89	2.39							1.47					1.04													0.60	0.38			1.95								
51-9195.03			3.47	1.50			0.37	2.40		2.85	1.43		2.41				2.26			3.30			1.33	2.42	2.27	2.90						1.44				0.30	0.95	0.78					0.85						0.88							3.52	3.05	0.80																2.31		0.57	1.63		2.71		0.70	2.82							1.91					0.48													0.32	1.25			1.77								
51-9195.04			2.69	1.91			0.74	3.28		3.07	0.80		3.03				3.23			4.46			2.26	3.96	4.31	3.10						1.19				1.04	0.07	0.18					0.60						0.54							3.45	4.19	0.89																2.78		0.14	3.05		4.61		1.77	2.39							2.94					0.63													0.72	0.66			0.81								
51-9195.05			3.96	2.69			0.24	0.75		3.72	3.02		2.97				3.46			3.62			2.27	2.81	3.02	3.17						5.12				0.18	0.29	0.33					1.49						1.38							3.34	3.23	0.66																1.26		1.36	1.37		4.11		2.05	2.71							3.27					0.71													1.17	0.54			2.49								
51-9196.00			1.86	1.08			0.15	0.66		1.22	1.13		1.41				2.69			1.50			0.57	2.90	1.69	2.48						0.02				0.46	0.50	0.72					0.21						0.88							2.59	3.26	0.30																1.15		0.41	1.11		3.27		0.63	2.19							0.76					0.39													0.66	0.27			1.62								
51-9197.00			2.81	2.23			0.14	1.35		1.69	0.94		1.09				2.22			1.59			1.17	2.80	2.81	2.73						0.04				0.00	0.85	0.19					0.18						0.92							2.18	4.06	0.40																1.98		0.24	1.62		3.63		1.04	2.55							1.34					0.12													0.41	0.65			1.48								
51-9198.00			1.38	0.71			0.43	1.33		1.54	1.15		1.61				1.21			1.27			0.61	2.17	1.65	2.43						0.33				0.79	0.47	0.44					0.34						1.00							2.52	2.64	0.60																1.03		0.51	0.90		2.74		1.21	1.85							0.71					0.54													0.89	0.55			1.27								
